Problem:    formulacao
                                   0                           1 
   910 conflict[37,159]
                                   0                           1 
   911 conflict[37,163]
                                   0                           1 
   912 conflict[37,184]
                                   0                           1 
   913 conflict[37,218]
                                   0                           1 
   914 conflict[37,220]
                                   0                           1 
   915 conflict[37,226]
                                   0                           1 
   916 conflict[37,231]
                                   0                           1 
   917 conflict[37,234]
                                   0                           1 
   918 conflict[37,240]
                                   0                           1 
   919 conflict[38,40]
                                   0                           1 
   920 conflict[38,42]
                                   0                           1 
   921 conflict[38,45]
                                   0                           1 
   922 conflict[38,49]
                                   0                           1 
   923 conflict[38,68]
                                   0                           1 
   924 conflict[38,70]
                                   0                           1 
   925 conflict[38,74]
                                   0                           1 
   926 conflict[38,96]
                                   0                           1 
   927 conflict[38,97]
                                   1                           1 
   928 conflict[38,111]
                                   0                           1 
   929 conflict[38,117]
                                   0                           1 
   930 conflict[38,122]
                                   0                           1 
   931 conflict[38,129]
                                   0                           1 
   932 conflict[38,136]
                                   0                           1 
   933 conflict[38,143]
                                   0                           1 
   934 conflict[38,144]
                                   0                           1 
   935 conflict[38,155]
                                   0                           1 
   936 conflict[38,158]
                                   0                           1 
   937 conflict[38,168]
                                   0                           1 
   938 conflict[38,186]
                                   0                           1 
   939 conflict[38,194]
                                   0                           1 
   940 conflict[38,196]
                                   0                           1 
   941 conflict[38,199]
                                   1                           1 
   942 conflict[38,206]
                                   0                           1 
   943 conflict[38,225]
                                   0                           1 
   944 conflict[38,231]
                                   0                           1 
   945 conflict[38,235]
                                   0                           1 
   946 conflict[39,45]
                                   0                           1 
   947 conflict[39,52]
                                   0                           1 
   948 conflict[39,57]
                                   0                           1 
   949 conflict[39,69]
                                   0                           1 
   950 conflict[39,78]
                                   0                           1 
   951 conflict[39,90]
                                   0                           1 
   952 conflict[39,93]
                                   0                           1 
   953 conflict[39,100]
                                   1                           1 
   954 conflict[39,106]
                                   0                           1 
   955 conflict[39,130]
                                   0                           1 
   956 conflict[39,136]
                                   0                           1 
   957 conflict[39,138]
                                   0                           1 
   958 conflict[39,143]
                                   0                           1 
   959 conflict[39,149]
                                   0                           1 
   960 conflict[39,153]
                                   0                           1 
   961 conflict[39,170]
                                   0                           1 
   962 conflict[39,189]
                                   0                           1 
   963 conflict[39,193]
                                   0                           1 
   964 conflict[39,201]
                                   0                           1 
   965 conflict[39,211]
                                   0                           1 
   966 conflict[39,220]
                                   0                           1 
   967 conflict[39,235]
                                   0                           1 
   968 conflict[39,236]
                                   0                           1 
   969 conflict[39,246]
                                   0                           1 
   970 conflict[39,247]
                                   0                           1 
   971 conflict[40,51]
                                   0                           1 
   972 conflict[40,67]
                                   0                           1 
   973 conflict[40,72]
                                   0                           1 
   974 conflict[40,105]
                                   0                           1 
   975 conflict[40,106]
                                   0                           1 
   976 conflict[40,108]
                                   0                           1 
   977 conflict[40,124]
                                   0                           1 
   978 conflict[40,126]
                                   0                           1 
   979 conflict[40,136]
                                   0                           1 
   980 conflict[40,146]
                                   0                           1 
   981 conflict[40,148]
                                   0                           1 
   982 conflict[40,156]
                                   0                           1 
   983 conflict[40,161]
                                   0                           1 
   984 conflict[40,162]
                                   0                           1 
   985 conflict[40,167]
                                   0                           1 
   986 conflict[40,176]
                                   0                           1 
   987 conflict[40,177]
                                   0                           1 
   988 conflict[40,198]
                                   0                           1 
   989 conflict[40,213]
                                   0                           1 
   990 conflict[40,239]
                                   0                           1 
   991 conflict[41,55]
                                   0                           1 
   992 conflict[41,76]
                                   0                           1 
   993 conflict[41,77]
                                   0                           1 
   994 conflict[41,101]
                                   0                           1 
   995 conflict[41,102]
                                   0                           1 
   996 conflict[41,115]
                                   0                           1 
   997 conflict[41,125]
                                   0                           1 
   998 conflict[41,140]
                                   0                           1 
   999 conflict[41,150]
                                   0                           1 
  1000 conflict[41,155]
                                   0                           1 
  1001 conflict[41,177]
                                   0                           1 
  1002 conflict[41,180]
                                   0                           1 
  1003 conflict[41,186]
                                   0                           1 
  1004 conflict[41,208]
                                   0                           1 
  1005 conflict[41,211]
                                   0                           1 
  1006 conflict[41,219]
                                   0                           1 
  1007 conflict[41,241]
                                   0                           1 
  1008 conflict[41,244]
                                   0                           1 
  1009 conflict[42,48]
                                   0                           1 
  1010 conflict[42,132]
                                   0                           1 
  1011 conflict[42,136]
                                   0                           1 
  1012 conflict[42,141]
                                   0                           1 
  1013 conflict[42,142]
                                   0                           1 
  1014 conflict[42,156]
                                   0                           1 
  1015 conflict[42,167]
                                   0                           1 
  1016 conflict[42,195]
                                   0                           1 
  1017 conflict[42,204]
                                   0                           1 
  1018 conflict[42,205]
                                   0                           1 
  1019 conflict[42,206]
                                   0                           1 
  1020 conflict[42,215]
                                   0                           1 
  1021 conflict[42,222]
                                   0                           1 
  1022 conflict[42,229]
                                   0                           1 
  1023 conflict[42,240]
                                   0                           1 
  1024 conflict[42,242]
                                   0                           1 
  1025 conflict[42,244]
                                   0                           1 
  1026 conflict[43,50]
                                   0                           1 
  1027 conflict[43,54]
                                   0                           1 
  1028 conflict[43,55]
                                   0                           1 
  1029 conflict[43,65]
                                   0                           1 
  1030 conflict[43,66]
                                   0                           1 
  1031 conflict[43,68]
                                   0                           1 
  1032 conflict[43,77]
                                   0                           1 
  1033 conflict[43,100]
                                   1                           1 
  1034 conflict[43,101]
                                   0                           1 
  1035 conflict[43,104]
                                   0                           1 
  1036 conflict[43,109]
                                   0                           1 
  1037 conflict[43,114]
                                   1                           1 
  1038 conflict[43,115]
                                   0                           1 
  1039 conflict[43,128]
                                   0                           1 
  1040 conflict[43,129]
                                   0                           1 
  1041 conflict[43,132]
                                   0                           1 
  1042 conflict[43,134]
                                   1                           1 
  1043 conflict[43,146]
                                   0                           1 
  1044 conflict[43,159]
                                   0                           1 
  1045 conflict[43,162]
                                   0                           1 
  1046 conflict[43,177]
                                   0                           1 
  1047 conflict[43,183]
                                   0                           1 
  1048 conflict[43,202]
                                   0                           1 
  1049 conflict[43,213]
                                   0                           1 
  1050 conflict[43,218]
                                   0                           1 
  1051 conflict[43,219]
                                   0                           1 
  1052 conflict[43,239]
                                   0                           1 
  1053 conflict[44,84]
                                   0                           1 
  1054 conflict[44,87]
                                   0                           1 
  1055 conflict[44,113]
                                   0                           1 
  1056 conflict[44,116]
                                   0                           1 
  1057 conflict[44,122]
                                   0                           1 
  1058 conflict[44,124]
                                   0                           1 
  1059 conflict[44,153]
                                   0                           1 
  1060 conflict[44,171]
                                   0                           1 
  1061 conflict[44,198]
                                   0                           1 
  1062 conflict[44,207]
                                   0                           1 
  1063 conflict[44,219]
                                   0                           1 
  1064 conflict[44,241]
                                   0                           1 
  1065 conflict[44,247]
                                   0                           1 
  1066 conflict[44,249]
                                   0                           1 
  1067 conflict[45,57]
                                   0                           1 
  1068 conflict[45,67]
                                   0                           1 
  1069 conflict[45,70]
                                   0                           1 
  1070 conflict[45,88]
                                   0                           1 
  1071 conflict[45,89]
                                   0                           1 
  1072 conflict[45,104]
                                   0                           1 
  1073 conflict[45,108]
                                   0                           1 
  1074 conflict[45,122]
                                   0                           1 
  1075 conflict[45,136]
                                   0                           1 
  1076 conflict[45,148]
                                   0                           1 
  1077 conflict[45,149]
                                   0                           1 
  1078 conflict[45,150]
                                   0                           1 
  1079 conflict[45,158]
                                   0                           1 
  1080 conflict[45,161]
                                   0                           1 
  1081 conflict[45,163]
                                   0                           1 
  1082 conflict[45,171]
                                   0                           1 
  1083 conflict[45,175]
                                   0                           1 
  1084 conflict[45,184]
                                   0                           1 
  1085 conflict[45,200]
                                   0                           1 
  1086 conflict[45,223]
                                   0                           1 
  1087 conflict[45,241]
                                   0                           1 
  1088 conflict[45,242]
                                   0                           1 
  1089 conflict[45,246]
                                   0                           1 
  1090 conflict[46,86]
                                   0                           1 
  1091 conflict[46,87]
                                   0                           1 
  1092 conflict[46,96]
                                   0                           1 
  1093 conflict[46,112]
                                   0                           1 
  1094 conflict[46,133]
                                   0                           1 
  1095 conflict[46,142]
                                   0                           1 
  1096 conflict[46,154]
                                   0                           1 
  1097 conflict[46,189]
                                   0                           1 
  1098 conflict[46,190]
                                   0                           1 
  1099 conflict[46,192]
                                   0                           1 
  1100 conflict[46,203]
                                   0                           1 
  1101 conflict[46,218]
                                   0                           1 
  1102 conflict[46,229]
                                   0                           1 
  1103 conflict[46,233]
                                   0                           1 
  1104 conflict[46,245]
                                   0                           1 
  1105 conflict[46,246]
                                   0                           1 
  1106 conflict[46,248]
                                   0                           1 
  1107 conflict[47,48]
                                   0                           1 
  1108 conflict[47,58]
                                   0                           1 
  1109 conflict[47,70]
                                   0                           1 
  1110 conflict[47,99]
                                   0                           1 
  1111 conflict[47,101]
                                   0                           1 
  1112 conflict[47,116]
                                   0                           1 
  1113 conflict[47,131]
                                   0                           1 
  1114 conflict[47,135]
                                   0                           1 
  1115 conflict[47,151]
                                   0                           1 
  1116 conflict[47,173]
                                   0                           1 
  1117 conflict[47,174]
                                   0                           1 
  1118 conflict[47,203]
                                   0                           1 
  1119 conflict[47,209]
                                   0                           1 
  1120 conflict[47,247]
                                   0                           1 
  1121 conflict[48,53]
                                   0                           1 
  1122 conflict[48,59]
                                   0                           1 
  1123 conflict[48,72]
                                   0                           1 
  1124 conflict[48,89]
                                   0                           1 
  1125 conflict[48,105]
                                   0                           1 
  1126 conflict[48,122]
                                   0                           1 
  1127 conflict[48,148]
                                   0                           1 
  1128 conflict[48,153]
                                   0                           1 
  1129 conflict[48,171]
                                   0                           1 
  1130 conflict[48,178]
                                   0                           1 
  1131 conflict[48,184]
                                   0                           1 
  1132 conflict[48,190]
                                   0                           1 
  1133 conflict[48,191]
                                   0                           1 
  1134 conflict[48,193]
                                   0                           1 
  1135 conflict[48,205]
                                   0                           1 
  1136 conflict[48,220]
                                   0                           1 
  1137 conflict[48,234]
                                   0                           1 
  1138 conflict[48,236]
                                   0                           1 
  1139 conflict[49,57]
                                   0                           1 
  1140 conflict[49,58]
                                   0                           1 
  1141 conflict[49,73]
                                   0                           1 
  1142 conflict[49,91]
                                   0                           1 
  1143 conflict[49,106]
                                   0                           1 
  1144 conflict[49,111]
                                   0                           1 
  1145 conflict[49,112]
                                   0                           1 
  1146 conflict[49,129]
                                   0                           1 
  1147 conflict[49,135]
                                   0                           1 
  1148 conflict[49,146]
                                   0                           1 
  1149 conflict[49,149]
                                   0                           1 
  1150 conflict[49,150]
                                   0                           1 
  1151 conflict[49,154]
                                   0                           1 
  1152 conflict[49,188]
                                   0                           1 
  1153 conflict[49,213]
                                   0                           1 
  1154 conflict[49,220]
                                   0                           1 
  1155 conflict[49,222]
                                   0                           1 
  1156 conflict[49,228]
                                   0                           1 
  1157 conflict[49,233]
                                   0                           1 
  1158 conflict[49,243]
                                   0                           1 
  1159 conflict[50,54]
                                   0                           1 
  1160 conflict[50,65]
                                   0                           1 
  1161 conflict[50,78]
                                   0                           1 
  1162 conflict[50,92]
                                   0                           1 
  1163 conflict[50,97]
                                   1                           1 
  1164 conflict[50,108]
                                   0                           1 
  1165 conflict[50,119]
                                   0                           1 
  1166 conflict[50,126]
                                   0                           1 
  1167 conflict[50,135]
                                   0                           1 
  1168 conflict[50,153]
                                   0                           1 
  1169 conflict[50,156]
                                   0                           1 
  1170 conflict[50,161]
                                   0                           1 
  1171 conflict[50,172]
                                   0                           1 
  1172 conflict[50,195]
                                   0                           1 
  1173 conflict[50,196]
                                   0                           1 
  1174 conflict[50,197]
                                   0                           1 
  1175 conflict[50,200]
                                   0                           1 
  1176 conflict[50,208]
                                   0                           1 
  1177 conflict[50,210]
                                   0                           1 
  1178 conflict[50,211]
                                   0                           1 
  1179 conflict[50,217]
                                   0                           1 
  1180 conflict[50,228]
                                   0                           1 
  1181 conflict[50,230]
                                   0                           1 
  1182 conflict[50,236]
                                   0                           1 
  1183 conflict[50,239]
                                   0                           1 
  1184 conflict[51,56]
                                   0                           1 
  1185 conflict[51,88]
                                   0                           1 
  1186 conflict[51,113]
                                   0                           1 
  1187 conflict[51,121]
                                   0                           1 
  1188 conflict[51,142]
                                   0                           1 
  1189 conflict[51,146]
                                   0                           1 
  1190 conflict[51,158]
                                   0                           1 
  1191 conflict[51,160]
                                   0                           1 
  1192 conflict[51,161]
                                   0                           1 
  1193 conflict[51,173]
                                   0                           1 
  1194 conflict[51,182]
                                   0                           1 
  1195 conflict[51,184]
                                   0                           1 
  1196 conflict[51,201]
                                   0                           1 
  1197 conflict[51,203]
                                   0                           1 
  1198 conflict[51,211]
                                   0                           1 
  1199 conflict[51,213]
                                   0                           1 
  1200 conflict[52,55]
                                   0                           1 
  1201 conflict[52,59]
                                   0                           1 
  1202 conflict[52,62]
                                   0                           1 
  1203 conflict[52,73]
                                   0                           1 
  1204 conflict[52,77]
                                   0                           1 
  1205 conflict[52,83]
                                   0                           1 
  1206 conflict[52,95]
                                   0                           1 
  1207 conflict[52,111]
                                   0                           1 
  1208 conflict[52,114]
                                   1                           1 
  1209 conflict[52,122]
                                   0                           1 
  1210 conflict[52,127]
                                   0                           1 
  1211 conflict[52,139]
                                   0                           1 
  1212 conflict[52,152]
                                   0                           1 
  1213 conflict[52,158]
                                   0                           1 
  1214 conflict[52,172]
                                   0                           1 
  1215 conflict[52,190]
                                   0                           1 
  1216 conflict[52,209]
                                   0                           1 
  1217 conflict[52,215]
                                   0                           1 
  1218 conflict[52,225]
                                   0                           1 
  1219 conflict[52,227]
                                   0                           1 
  1220 conflict[52,236]
                                   0                           1 
  1221 conflict[52,237]
                                   0                           1 
  1222 conflict[52,241]
                                   0                           1 
  1223 conflict[53,58]
                                   0                           1 
  1224 conflict[53,64]
                                   0                           1 
  1225 conflict[53,66]
                                   0                           1 
  1226 conflict[53,68]
                                   0                           1 
  1227 conflict[53,77]
                                   0                           1 
  1228 conflict[53,85]
                                   1                           1 
  1229 conflict[53,90]
                                   0                           1 
  1230 conflict[53,92]
                                   0                           1 
  1231 conflict[53,99]
                                   0                           1 
  1232 conflict[53,107]
                                   0                           1 
  1233 conflict[53,137]
                                   0                           1 
  1234 conflict[53,138]
                                   0                           1 
  1235 conflict[53,156]
                                   0                           1 
  1236 conflict[53,159]
                                   0                           1 
  1237 conflict[53,177]
                                   0                           1 
  1238 conflict[53,178]
                                   0                           1 
  1239 conflict[53,180]
                                   0                           1 
  1240 conflict[53,186]
                                   0                           1 
  1241 conflict[53,187]
                                   0                           1 
  1242 conflict[53,195]
                                   0                           1 
  1243 conflict[54,84]
                                   0                           1 
  1244 conflict[54,95]
                                   0                           1 
  1245 conflict[54,101]
                                   0                           1 
  1246 conflict[54,106]
                                   0                           1 
  1247 conflict[54,122]
                                   0                           1 
  1248 conflict[54,125]
                                   0                           1 
  1249 conflict[54,133]
                                   0                           1 
  1250 conflict[54,137]
                                   0                           1 
  1251 conflict[54,143]
                                   0                           1 
  1252 conflict[54,149]
                                   0                           1 
  1253 conflict[54,166]
                                   0                           1 
  1254 conflict[54,168]
                                   0                           1 
  1255 conflict[54,173]
                                   0                           1 
  1256 conflict[54,180]
                                   0                           1 
  1257 conflict[54,181]
                                   0                           1 
  1258 conflict[54,182]
                                   0                           1 
  1259 conflict[54,187]
                                   0                           1 
  1260 conflict[54,202]
                                   0                           1 
  1261 conflict[54,217]
                                   0                           1 
  1262 conflict[54,225]
                                   0                           1 
  1263 conflict[54,227]
                                   0                           1 
  1264 conflict[54,242]
                                   0                           1 
  1265 conflict[55,56]
                                   0                           1 
  1266 conflict[55,70]
                                   0                           1 
  1267 conflict[55,86]
                                   0                           1 
  1268 conflict[55,105]
                                   0                           1 
  1269 conflict[55,115]
                                   0                           1 
  1270 conflict[55,117]
                                   0                           1 
  1271 conflict[55,123]
                                   0                           1 
  1272 conflict[55,127]
                                   0                           1 
  1273 conflict[55,133]
                                   0                           1 
  1274 conflict[55,143]
                                   0                           1 
  1275 conflict[55,166]
                                   0                           1 
  1276 conflict[55,167]
                                   0                           1 
  1277 conflict[55,174]
                                   0                           1 
  1278 conflict[55,177]
                                   0                           1 
  1279 conflict[55,185]
                                   0                           1 
  1280 conflict[55,190]
                                   0                           1 
  1281 conflict[55,191]
                                   0                           1 
  1282 conflict[55,201]
                                   0                           1 
  1283 conflict[55,210]
                                   0                           1 
  1284 conflict[55,231]
                                   0                           1 
  1285 conflict[55,239]
                                   0                           1 
  1286 conflict[55,242]
                                   0                           1 
  1287 conflict[56,64]
                                   0                           1 
  1288 conflict[56,65]
                                   0                           1 
  1289 conflict[56,68]
                                   0                           1 
  1290 conflict[56,84]
                                   0                           1 
  1291 conflict[56,94]
                                   0                           1 
  1292 conflict[56,101]
                                   0                           1 
  1293 conflict[56,106]
                                   0                           1 
  1294 conflict[56,110]
                                   0                           1 
  1295 conflict[56,112]
                                   0                           1 
  1296 conflict[56,120]
                                   0                           1 
  1297 conflict[56,132]
                                   0                           1 
  1298 conflict[56,137]
                                   0                           1 
  1299 conflict[56,162]
                                   0                           1 
  1300 conflict[56,169]
                                   0                           1 
  1301 conflict[56,176]
                                   0                           1 
  1302 conflict[56,184]
                                   0                           1 
  1303 conflict[56,200]
                                   0                           1 
  1304 conflict[56,218]
                                   0                           1 
  1305 conflict[56,219]
                                   0                           1 
  1306 conflict[56,229]
                                   0                           1 
  1307 conflict[56,246]
                                   0                           1 
  1308 conflict[57,60]
                                   0                           1 
  1309 conflict[57,74]
                                   0                           1 
  1310 conflict[57,80]
                                   0                           1 
  1311 conflict[57,109]
                                   0                           1 
  1312 conflict[57,142]
                                   0                           1 
  1313 conflict[57,146]
                                   0                           1 
  1314 conflict[57,168]
                                   0                           1 
  1315 conflict[57,169]
                                   0                           1 
  1316 conflict[57,178]
                                   0                           1 
  1317 conflict[57,183]
                                   0                           1 
  1318 conflict[57,186]
                                   0                           1 
  1319 conflict[57,221]
                                   0                           1 
  1320 conflict[57,222]
                                   0                           1 
  1321 conflict[57,231]
                                   0                           1 
  1322 conflict[57,240]
                                   0                           1 
  1323 conflict[58,94]
                                   0                           1 
  1324 conflict[58,106]
                                   0                           1 
  1325 conflict[58,111]
                                   0                           1 
  1326 conflict[58,114]
                                   1                           1 
  1327 conflict[58,125]
                                   0                           1 
  1328 conflict[58,129]
                                   0                           1 
  1329 conflict[58,135]
                                   0                           1 
  1330 conflict[58,142]
                                   0                           1 
  1331 conflict[58,146]
                                   0                           1 
  1332 conflict[58,158]
                                   0                           1 
  1333 conflict[58,165]
                                   0                           1 
  1334 conflict[58,167]
                                   0                           1 
  1335 conflict[58,181]
                                   0                           1 
  1336 conflict[58,191]
                                   0                           1 
  1337 conflict[58,219]
                                   0                           1 
  1338 conflict[58,224]
                                   0                           1 
  1339 conflict[58,229]
                                   0                           1 
  1340 conflict[58,248]
                                   0                           1 
  1341 conflict[59,71]
                                   0                           1 
  1342 conflict[59,81]
                                   0                           1 
  1343 conflict[59,100]
                                   1                           1 
  1344 conflict[59,108]
                                   0                           1 
  1345 conflict[59,110]
                                   0                           1 
  1346 conflict[59,113]
                                   0                           1 
  1347 conflict[59,116]
                                   0                           1 
  1348 conflict[59,174]
                                   0                           1 
  1349 conflict[59,183]
                                   0                           1 
  1350 conflict[59,185]
                                   0                           1 
  1351 conflict[59,202]
                                   0                           1 
  1352 conflict[59,205]
                                   0                           1 
  1353 conflict[59,241]
                                   0                           1 
  1354 conflict[59,245]
                                   0                           1 
  1355 conflict[60,66]
                                   0                           1 
  1356 conflict[60,72]
                                   0                           1 
  1357 conflict[60,80]
                                   0                           1 
  1358 conflict[60,82]
                                   0                           1 
  1359 conflict[60,89]
                                   0                           1 
  1360 conflict[60,95]
                                   0                           1 
  1361 conflict[60,98]
                                   0                           1 
  1362 conflict[60,104]
                                   0                           1 
  1363 conflict[60,110]
                                   0                           1 
  1364 conflict[60,111]
                                   0                           1 
  1365 conflict[60,128]
                                   0                           1 
  1366 conflict[60,140]
                                   0                           1 
  1367 conflict[60,166]
                                   0                           1 
  1368 conflict[60,173]
                                   0                           1 
  1369 conflict[60,206]
                                   0                           1 
  1370 conflict[60,218]
                                   0                           1 
  1371 conflict[60,221]
                                   0                           1 
  1372 conflict[60,242]
                                   0                           1 
  1373 conflict[60,249]
                                   0                           1 
  1374 conflict[61,70]
                                   0                           1 
  1375 conflict[61,86]
                                   0                           1 
  1376 conflict[61,104]
                                   0                           1 
  1377 conflict[61,110]
                                   0                           1 
  1378 conflict[61,112]
                                   0                           1 
  1379 conflict[61,117]
                                   0                           1 
  1380 conflict[61,118]
                                   0                           1 
  1381 conflict[61,121]
                                   0                           1 
  1382 conflict[61,125]
                                   0                           1 
  1383 conflict[61,149]
                                   0                           1 
  1384 conflict[61,153]
                                   0                           1 
  1385 conflict[61,162]
                                   0                           1 
  1386 conflict[61,177]
                                   0                           1 
  1387 conflict[61,178]
                                   0                           1 
  1388 conflict[61,180]
                                   0                           1 
  1389 conflict[61,183]
                                   0                           1 
  1390 conflict[61,192]
                                   0                           1 
  1391 conflict[61,221]
                                   0                           1 
  1392 conflict[61,228]
                                   0                           1 
  1393 conflict[61,229]
                                   0                           1 
  1394 conflict[61,236]
                                   0                           1 
  1395 conflict[61,241]
                                   0                           1 
  1396 conflict[62,80]
                                   0                           1 
  1397 conflict[62,83]
                                   0                           1 
  1398 conflict[62,97]
                                   1                           1 
  1399 conflict[62,117]
                                   0                           1 
  1400 conflict[62,121]
                                   0                           1 
  1401 conflict[62,122]
                                   0                           1 
  1402 conflict[62,132]
                                   0                           1 
  1403 conflict[62,139]
                                   0                           1 
  1404 conflict[62,150]
                                   0                           1 
  1405 conflict[62,174]
                                   0                           1 
  1406 conflict[62,204]
                                   0                           1 
  1407 conflict[62,242]
                                   0                           1 
  1408 conflict[62,245]
                                   0                           1 
  1409 conflict[62,247]
                                   0                           1 
  1410 conflict[63,70]
                                   0                           1 
